genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_001FHQ5	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHQ5
PP_001FHS1,PP_001FHUX	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHS1
PP_001FHS1,PP_001FHUX	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHS1
PP_001FHN9,PP_001FHWT	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHN9
PP_001FHYP	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHYP
PP_001FJ1H	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJ1H
PP_001FJ2F,PP_001FJP6	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJ2F
PP_001FJ67	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJ67
PP_001FJ83	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJ83
PP_001C3RP	A.3.1	A.3.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001C3RP
PP_001FJGM	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJGM
PP_001FJN8	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJN8
PP_001FJ2F,PP_001FJP6	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJ2F
PP_001FJQ4	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FJQ4
PP_001CE2R	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CE2R
PP_001BVCS	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BVCS
PP_001C9CA	A.3.1	A.3.1.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001C9CA
PP_001BVRZ	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BVRZ
PP_001BV9Y	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BV9Y
PP_001ECEZ	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ECEZ
PP_001HW7N	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HW7N
PP_001JUKX	A.3.1	A.D.5.NmC1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JUKX
PP_001BGC5	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BGC5
PP_001BGFZ	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BGFZ
PP_001CTKB	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CTKB
PP_001EZXB	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001EZXB
PP_001BVTV	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BVTV
PP_001EZRP	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001EZRP
PP_001CTXM	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CTXM
PP_001BGE1	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BGE1
PP_001BE6K	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BE6K
PP_001BGGX	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BGGX
PP_001BVN5	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BVN5
PP_001BV2C	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BV2C
PP_001C8PN	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001C8PN
PP_001BEX2	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BEX2
PP_001CKR7	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKR7
PP_001CKS5	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKS5
PP_001CL95	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CL95
PP_001DPWR	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DPWR
PP_001ECNG	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ECNG
PP_001ECQC	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ECQC
PP_001ECRA	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ECRA
PP_001ECU4	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ECU4
PP_001F29H	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F29H
PP_001G5X1	A.3.1	A.D.2.2.NmC1 + A.3.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001G5X1
PP_001G5YZ	A.3.1	A.D + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001G5YZ
PP_001G5ZX	A.3.1	A.D + A.3.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001G5ZX
PP_001G60V	A.3.1	A.D + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001G60V
PP_001G61T	A.3.1	A.D.2.2.NmC1 + A.3.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001G61T
PP_001HWPP	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HWPP
PP_001KGWK	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001KGWK
PP_001KH6Z	A.3.1	A.3.1.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001KH6Z
PP_0015Q0Z	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015Q0Z
PP_0015S7H	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015S7H
PP_0015S8F	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015S8F
PP_0015S9D	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015S9D
PP_0015T1U	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015T1U
PP_0015U1T	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U1T
PP_0015U2R	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U2R
PP_0015U3P	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U3P
PP_0015U4M	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U4M
PP_0015U6H	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U6H
PP_0015U7F	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U7F
PP_0015U8D	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U8D
PP_0015U9B	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015U9B
PP_0015UA9	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015UA9
PP_0015UC5	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015UC5
PP_0015UD3	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0015UD3
PP_0017E13	A.3.1	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0017E13
PP_0017NW4	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0017NW4
PP_00180BV	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180BV
PP_00180CT	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180CT
PP_00180DR	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180DR
PP_00180EP	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180EP
PP_00180HG	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180HG
PP_00180TW	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00180TW
PP_001810G	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001810G
PP_0018180	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018180
PP_00181Q1	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00181Q1
PP_00181RZ	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00181RZ
PP_00181SX	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00181SX
PP_00181XM	A.3.1	A.D.2.2.NmC1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00181XM
PP_00182M6	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182M6
PP_00182P2	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182P2
PP_00182Q0	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182Q0
PP_00182RY	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182RY
PP_00182SW	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182SW
PP_00182TU	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182TU
PP_00182WN	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182WN
PP_00182XL	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182XL
PP_00182YJ	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182YJ
PP_00182ZG	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00182ZG
PP_001830E	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001830E
PP_001831C	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001831C
PP_0018338	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018338
PP_001878U	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001878U
PP_001879S	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001879S
PP_00187BN	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187BN
PP_00187CL	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187CL
PP_00187DJ	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187DJ
PP_00187EG	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187EG
PP_00187J7	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187J7
PP_00187K5	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187K5
PP_00187L3	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187L3
PP_00187PX	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187PX
PP_00187QV	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187QV
PP_00187RT	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187RT
PP_00187SR	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187SR
PP_00187UM	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187UM
PP_00187VK	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187VK
PP_00187YD	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187YD
PP_00187ZB	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00187ZB
PP_00188DH	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188DH
PP_00188H8	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188H8
PP_00188K4	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188K4
PP_00188L2	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188L2
PP_00188M0	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188M0
PP_00188NY	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188NY
PP_00188SQ	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188SQ
PP_00188TN	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188TN
PP_00188UL	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188UL
PP_00188VJ	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188VJ
PP_00188WG	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188WG
PP_00188XE	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188XE
PP_00188YC	A.3.1	A.D.2.2.NmC1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00188YC
PP_0018916	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018916
PP_0018932	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018932
PP_001898S	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001898S
PP_001899Q	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001899Q
PP_00189AN	A.3.1	A.D.2.2.NmC1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00189AN
PP_00189SP	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00189SP
PP_00189UK	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00189UK
PP_00189Z9	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00189Z9
PP_0018A5X	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018A5X
PP_0018A7T	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018A7T
PP_0018A8R	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018A8R
PP_0018DEA	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018DEA
PP_0018F9J	A.3.1	A.D.3.6 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018F9J
PP_0018FSH	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018FSH
PP_0018FUD	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018FUD
PP_0018FX7	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018FX7
PP_0018FY5	A.3.1	A.D.NmC2 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018FY5
PP_0018SGT	A.3.1	A.D.3.6 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SGT
PP_0018SHQ	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SHQ
PP_0018SJN	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SJN
PP_0018SKL	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SKL
PP_0018SLJ	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SLJ
PP_0018SMG	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SMG
PP_0018SPC	A.3.1	A.3.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0018SPC
PP_0019BAJ	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019BAJ
PP_0019BEA	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019BEA
PP_0019BQP	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019BQP
PP_0019BRM	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019BRM
PP_0019C7P	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019C7P
PP_0019EF5	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EF5
PP_0019EG3	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EG3
PP_0019EH0	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EH0
PP_0019K5L	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019K5L
PP_0019KT9	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019KT9
PP_0019M1S	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019M1S
PP_0019M2Q	A.3.1	A.D.3.6 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019M2Q
PP_0019M6G	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019M6G
PP_0019M7E	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019M7E
PP_0019M8C	A.3.1	A.3.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019M8C
PP_0019MFY	A.3.1	A.D.NmC2 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019MFY
PP_0019MJR	A.3.1	A.3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019MJR
PP_0019MKP	A.3.1	A.3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019MKP
PP_0019MMK	A.3.1	A.3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019MMK
PP_0019MNH	A.3.1	A.3 + A.D.5 + A.3	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019MNH
